Restaurant ID,Name,Country Code,City,Address,Locality,Locality Verbose,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate_rating,Longitude
17284409,Guang Zhou Chinese Restaurant,216,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",31.6155186,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,No,1,3.9,-84.2091458
17284139,Harvest Moon,216,Albany,"2347 Dawson Road, Albany, GA 31707",Albany,"Albany, Albany",31.604905,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,No,2,3.7,-84.205718
17284403,Henry Campbell's Steakhouse,216,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",31.612121,"Steak, Tapas, Bar Food",70,Dollar($),No,No,No,4,3.5,-84.223278
17284145,Hong Kong Cafe,216,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",31.6156,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,No,2,3.6,-84.2191
17284150,House of China Restaurant II,216,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,"Albany, Albany",31.6104,Chinese,10,Dollar($),No,No,No,1,3.8,-84.212
17284158,Jimmie's Hot Dogs,216,Albany,"204 S Jackson St, Albany, GA 31701",Albany,"Albany, Albany",31.5751,American,10,Dollar($),No,No,No,1,3.9,-84.1534
17284175,Locos Grill & Pub,216,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",31.6077,"American, Burger, Sandwich",25,Dollar($),No,No,No,2,3.5,-84.2228
17284179,Longhorn Steakhouse,216,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",31.6185,"American, Steak",25,Dollar($),No,No,No,2,3.5,-84.2229
17284197,Mikata Japanese Steakhouse,216,Albany,"2610 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",31.6137,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,3,3.6,-84.2164
17284241,Shogun Japanese Steak House,216,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",31.6118,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,3,3.5,-84.2233
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,"2332 Whispering Pines Road, Albany, GA 31707",Albany,"Albany, Albany",31.605882,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,No,3,3.8,-84.205025
17284279,Villa Gargano,216,Albany,"1604 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany",31.5985,"Italian, Pizza",10,Dollar($),No,No,No,1,3.7,-84.1757
17284364,3 Squares Diner,216,Albany,"202 W Franklin St, Sylvester, GA 31791",Sylvester,"Sylvester, Albany",31.5308,"American, Breakfast, Diner",10,Dollar($),No,No,No,1,3.4,-83.8389
16611114,Whitebull Hotel,14,Armidale,"117 Marsh St, Armidale, NSW",Armidale,"Armidale, Armidale",-30.5147169,"Bar Food, Steak",20,Dollar($),No,No,No,2,3.5,151.6688792
17293281,Last Resort Grill,216,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",33.957999,"American, Southern, Southwestern",40,Dollar($),No,No,No,3,4.5,-83.378273
17293301,Mama's Boy Restaurant,216,Athens,"197 Oak St, GA 30601",Athens,"Athens, Athens",33.9535,Southern,10,Dollar($),No,No,No,1,4.5,-83.3654
17293409,Sr. Sol 1,216,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,"Athens, Athens",33.9652,Mexican,10,Dollar($),No,No,No,1,4.6,-83.4293
17293163,Choo Choo Eastside,216,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,"Athens, Athens",33.9259,"Japanese, Korean",10,Dollar($),No,No,No,1,3.9,-83.3389
17293228,The Grill,216,Athens,"171 College Ave, Athens, GA 30601",Athens,"Athens, Athens",33.958198,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,No,1,3.7,-83.375523
17293880,Big City Bread Cafe,216,Athens,"393 N Finley St, Athens, GA 30601",Athens,"Athens, Athens",33.959392,"Breakfast, Sandwich",10,Dollar($),No,No,No,1,4.3,-83.384004
17293169,Clocked,216,Athens,"259 W Washington St, Athens, GA 30601",Athens,"Athens, Athens",33.9584,"American, Burger, Sandwich",10,Dollar($),No,No,No,1,4.2,-83.3797
17293186,DePalma's Italian Cafe - Downtown,216,Athens,"401 E Broad St, Athens, GA 30601",Athens,"Athens, Athens",33.958112,"American, Italian, Pizza",25,Dollar($),No,No,No,2,4,-83.373596
17293180,DePalma's Italian Cafe - East Side,216,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",Athens,"Athens, Athens",33.924275,"American, Italian, Pizza",25,Dollar($),No,No,No,2,4.1,-83.33995
17293205,Five & Ten,216,Athens,"1073 South Milledge Ave, Athens, GA 30605",Athens,"Athens, Athens",33.9415545,American,40,Dollar($),No,No,No,3,4.3,-83.3872482
17293229,Grit,216,Athens,"199 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens",33.960112,"International, Southern, Vegetarian",10,Dollar($),No,No,No,1,4.2,-83.381625
17293897,Ike & Jane,216,Athens,"1307 Prince Ave, Athens, GA 30606",Athens,"Athens, Athens",33.963296,Sandwich,10,Dollar($),No,No,No,1,4.1,-83.400887
17293273,La Dolce Vita Ristorante,216,Athens,"323 E Broad St, Athens, GA 30601",Athens,"Athens, Athens",33.9584,Italian,40,Dollar($),No,No,No,3,4.1,-83.4075
17293870,Shokitini,216,Athens,"251 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",33.957503,"Asian, Japanese, Sushi",25,Dollar($),No,No,No,2,4.2,-83.379251
17293877,Taqueria Del Sol,216,Athens,"334 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens",33.960571,"Mexican, Spanish",10,Dollar($),No,No,No,1,4.1,-83.383605
17293890,The National,216,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,"Athens, Athens",33.959468,"International, Southern",40,Dollar($),No,No,No,3,4.1,-83.37967
17293915,The Royal Peasant,216,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,"Athens, Athens",33.937502,Bar Food,10,Dollar($),No,No,No,1,4.4,-83.38728
17293422,Transmetropolitan,216,Athens,"145 E Clayton St, Athens, GA 30601",Athens,"Athens, Athens",33.9584,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,1,4.4,-83.3764
17293873,Trappeze Pub,216,Athens,"269 N Hull St, Athens, GA 30601",Athens,"Athens, Athens",33.958363,"Burger, Bar Food",25,Dollar($),No,No,No,2,4.2,-83.378881
17294014,Viva! Argentine Cuisine,216,Athens,"247 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens",33.9600227,"Desserts, Latin American, Argentine",10,Dollar($),No,No,No,1,4.1,-83.3828224
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,"Augusta, Augusta",33.4721,"Chinese, Steak",40,Dollar($),No,No,No,3,4.6,-82.0865
17294607,Rae's Coastal Cafe,216,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,"Augusta, Augusta",33.4791,"American, Caribbean, Seafood",40,Dollar($),No,No,No,3,4.9,-82.0698
17294279,The Bee's Knees,216,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,"Augusta, Augusta",33.4765,"International, Tapas, Vegetarian",25,Dollar($),No,No,No,2,4.5,-81.97
17294300,Boll Weevil Cafe,216,Augusta,"10 9th St, Augusta, GA 30901",Augusta,"Augusta, Augusta",33.474,"Desserts, Sandwich, Southern",10,Dollar($),No,No,No,1,3.9,-81.9684
17295028,Manuel's Bread Cafe,216,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,"Augusta, Augusta",33.481779,"Breakfast, French",40,Dollar($),No,No,No,3,3.8,-81.965571
17294642,Sconyers Bar B Que,216,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,"Augusta, Augusta",33.4086,BBQ,25,Dollar($),No,No,No,2,3.5,-82.0327
17295109,Frog Hollow Tavern,216,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,"Augusta, Augusta",33.478231,American,40,Dollar($),No,No,No,3,4.3,-81.974944
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,"Augusta, Augusta",33.4827,"Desserts, Italian, Pizza",25,Dollar($),No,No,No,2,4.1,-82.096
17294552,Mellow Mushroom,216,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta",33.4778,"Italian, Pizza, Sandwich",25,Dollar($),No,No,No,2,4.4,-81.9721
17294565,Nacho Mamas Burritos,216,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta",33.4764,Mexican,10,Dollar($),No,No,No,1,4,-81.9694
17294623,Rhinehart's Oyster Bar,216,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta",33.5133,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,No,2,4,-82.0505
17294712,Takosushi,216,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,"Augusta, Augusta",33.4848,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,No,3,4.2,-82.0301
17295033,The Chop House,216,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,"Augusta, Augusta",33.467201,Steak,40,Dollar($),No,No,No,3,4,-82.080788
17295069,The Taj of India,216,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta",33.5375868,Indian,25,Dollar($),No,No,No,2,4,-82.0805493
17294261,Augsburg Haus,216,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta",33.544342,German,25,Dollar($),No,No,No,2,3.9,-82.143793
17295115,Pho Bac,216,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,"Evans, Augusta",33.532249,Vietnamese,10,Dollar($),No,No,No,1,4.1,-82.126161
17294836,Rhinehart's Oyster Bar,216,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,"Evans, Augusta",33.521291,"Burger, Seafood",25,Dollar($),No,No,No,2,4,-82.141284
17294850,Thai Kitchen,216,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta",33.5406,Thai,35,Dollar($),No,No,No,3,4.3,-82.1328
17294883,El Kiosco Mexican Restaurant,216,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,"Grovetown, Augusta",33.4574,Mexican,10,Dollar($),No,No,No,1,4.2,-82.1997
16608864,Taste of Balingup,14,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,"Balingup, Balingup",-33.7845269,Modern Australian,20,Dollar($),No,No,No,2,3.2,115.9844924
16604911,Bridge Road Brewers,14,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth",-36.360439,"Pizza, Bar Food",20,Dollar($),No,No,No,2,4.6,146.685852
17303465,Bardenay,216,Boise,"610 W Grove St, Boise, ID 83702",Boise,"Boise, Boise",43.6138,"American, Bar Food",25,Dollar($),No,No,No,2,4.5,-116.2019
17303642,Flatbread Neapolitan Pizzeria,216,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,"Boise, Boise",43.616068,"Italian, Pizza",25,Dollar($),No,No,No,2,4.6,-116.203466
17303670,Goldy's Breakfast Bistro,216,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",43.6149,"Breakfast, Sandwich",25,Dollar($),No,No,No,2,4.5,-116.2023
17303545,Chandlers Steakhouse,216,Boise,"981 W Grove St, Boise, ID 83702",Boise,"Boise, Boise",43.6157,"American, Seafood, Steak",70,Dollar($),No,No,No,4,3.9,-116.2064
17303655,Bar Gernika Basque Pub & Eatery,216,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",43.614,"European, Spanish",10,Dollar($),No,No,No,1,4.3,-116.2031
17304691,Barbacoa Restaurant,216,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,"Boise, Boise",43.597235,"Latin American, Steak",70,Dollar($),No,No,No,4,4.1,-116.185034
17303478,Big Jud's,216,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,"Boise, Boise",43.5945,"American, Burger, Sandwich",10,Dollar($),No,No,No,1,4.2,-116.2062
17303480,Bittercreek Ale House,216,Boise,"246 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",43.6167,"American, Bar Food",25,Dollar($),No,No,No,2,4.3,-116.2022
17304733,Boise Fry Company,216,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",43.610279,"American, Burger",10,Dollar($),No,No,No,1,4.4,-116.193409
17303646,Flying Pie Pizzaria,216,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",43.6192,Pizza,25,Dollar($),No,No,No,2,4.1,-116.2625
17304929,Fork,216,Boise,"199 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",43.616295,"American, Burger",25,Dollar($),No,No,No,2,4.4,-116.202845
17303684,Guido's Original New York Style Pizza,216,Boise,"235 N 5th St, Boise, ID 83702",Boise,"Boise, Boise",43.615,Pizza,10,Dollar($),No,No,No,1,4.3,-116.199
17303772,Los Beto's,216,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,"Boise, Boise",43.6191,Mexican,10,Dollar($),No,No,No,1,4.4,-116.2463
17305123,Lucianos Italian Restaurant,216,Boise,"11 N Orchard St, Boise, ID 83706",Boise,"Boise, Boise",43.6051379,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,No,2,4.4,-116.245165
17303787,Mai Thai Restaurant,216,Boise,"750 W Idaho St, Boise, ID 83702",Boise,"Boise, Boise",43.6162,"Sushi, Thai",40,Dollar($),No,No,No,3,4,-116.2021
17303990,Shige Japanese Cuisine,216,Boise,"100 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",43.6156,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,No,2,4.1,-116.2031
17304741,The Egg Factory,216,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",43.619274,Breakfast,10,Dollar($),No,No,No,1,4.3,-116.281809
17304726,Tucanos,216,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,"Boise, Boise",43.591706,Brazilian,40,Dollar($),No,No,No,3,4,-116.280614
17304533,Brick 29,216,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,"Nampa, Boise",43.5777,American,40,Dollar($),No,No,No,3,4.4,-116.5629
17316233,Winifreds,216,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.0179,"American, Mediterranean, Seafood",40,Dollar($),No,No,No,3,3.7,-91.6336
17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.0281,"Italian, Pizza",40,Dollar($),No,No,No,3,4.1,-91.6327
17315995,El Super Burrito,216,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",41.9748,Mexican,10,Dollar($),No,No,No,1,4.1,-91.7148
17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.0249,"American, Breakfast, Burger",40,Dollar($),No,No,No,3,4.1,-91.6224
17316038,Irish Democrat,216,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.01,"American, BBQ, Burger",25,Dollar($),No,No,No,2,4.4,-91.6347
17316771,Taste of India,216,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.0215347,Indian,25,Dollar($),No,No,No,2,4.2,-91.6499622
17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",41.9639,"Chinese, Sushi, Thai",10,Dollar($),No,No,No,1,4.2,-91.7266
17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",42.0468,Chinese,10,Dollar($),No,No,No,1,4.2,-91.6394
17316389,Monica's,216,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City",41.670466,"American, Italian, Pizza",25,Dollar($),No,No,No,2,3.8,-91.569767
17316278,Exotic India,216,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City",41.6685,Indian,25,Dollar($),No,No,No,2,4.1,-91.5687
17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.660982,Burger,10,Dollar($),No,No,No,1,4.9,-91.534424
17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.663849,"American, Breakfast, Burger",10,Dollar($),No,No,No,1,4.5,-91.531414
17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.663751,"Breakfast, Diner",25,Dollar($),No,No,No,2,3.6,-91.531093
17316743,Graze,216,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.658691,"American, International, Sushi",40,Dollar($),No,No,No,3,3.8,-91.534302
17316374,A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.6648,Pizza,25,Dollar($),No,No,No,2,4.3,-91.5314
17316381,Atlas World Grill,216,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.661,International,40,Dollar($),No,No,No,3,4.3,-91.5341
17316802,BlackStone,216,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.667742,"American, Breakfast",25,Dollar($),No,No,No,2,4.1,-91.482165
17316416,Devotay,216,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.6625,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,No,3,4,-91.5318
17316449,Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",41.6428,BBQ,25,Dollar($),No,No,No,2,4.2,-91.5074
17316603,Zoeys Pizzeria,216,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,"Marion, Cedar Rapids/Iowa City",42.0331,"Pizza, Sandwich",25,Dollar($),No,No,No,2,4.7,-91.5995
16659169,Tokyo Sushi,37,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Chatham-Kent, Chatham-Kent",42.397683,"Japanese, Sushi",25,Dollar($),No,No,No,2,3.7,-82.188438
17558684,Berry Patch Restaurant,216,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,"Clatskanie, Clatskanie",46.126967,"American, Breakfast, Desserts",10,Dollar($),No,No,No,1,4.3,-123.368151
18366580,Sakura Sushi & Grill,216,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Cochrane, Cochrane",51.183934,"Asian, Japanese",25,Dollar($),No,No,No,2,3.1,-114.472474
17330755,Uptown Vietnam cuisine,216,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.470315,"Asian, Vietnamese",10,Dollar($),No,No,No,1,3.3,-84.992671
17330611,Cafe Le Rue @ The Landings,216,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,"Columbus, Columbus",32.519247,"American, Seafood, Cajun",25,Dollar($),No,No,No,2,4.6,-84.95591
17330609,Mark's City Grille,216,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.555591,American,25,Dollar($),No,No,No,2,4.5,-84.927047
17330024,B Merrell's,216,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.5577,"Burger, Bar Food, Southern",25,Dollar($),No,No,No,2,3.8,-84.9436
17330074,Cannon Brewpub,216,Columbus,"1041 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.4656,"Pizza, Bar Food",25,Dollar($),No,No,No,2,3.9,-84.9936
17330185,Fuji Japanese Steak House,216,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.5382197,"Japanese, Steak",40,Dollar($),No,No,No,3,3.9,-84.954984
17330397,Ruth Ann's Family Restaurant,216,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.4637,"Breakfast, Diner, Southern",10,Dollar($),No,No,No,1,3.7,-84.9876
17330735,Samurai Japanese Cuisine & Sushi Bar,216,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.4652417,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,3,3.6,-84.9933631
17330676,Wasabi Sushi and Thai,216,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus",32.534002,"Japanese, Sushi, Thai",40,Dollar($),No,No,No,3,3.7,-84.96661
17330048,Buckhead Bar and Grill,216,Columbus,"5010 Armour Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus",32.513154,"Seafood, Steak, Vegetarian",40,Dollar($),No,No,No,3,4.2,-84.95367
17330604,Burt's Butcher Shoppe and Eatery,216,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.504657,Steak,25,Dollar($),No,No,No,2,4.3,-84.947569
17330087,Chef Lee's Peking Restaurant,216,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus",32.5393,Chinese,25,Dollar($),No,No,No,2,4,-84.9607
17330137,Country's Barbecue,216,Columbus,"3137 Mercury Dr, Columbus, GA 31906",Columbus,"Columbus, Columbus",32.4792,"BBQ, Southern",25,Dollar($),No,No,No,2,4,-84.9464
17330155,Deorio's,216,Columbus,"3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,"Columbus, Columbus",32.481,"Italian, Pizza",0,Dollar($),No,No,No,1,4,-84.9427
17330309,Mellow Mushroom,216,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.5321,Pizza,25,Dollar($),No,No,No,2,4.1,-84.9557
17330311,Meritage,216,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.466158,"American, Tapas",40,Dollar($),No,No,No,3,4.1,-84.992093
17330615,Mongo The Mongolian Fire Pit,216,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",32.560905,"Asian, Chinese",10,Dollar($),No,No,No,1,4.2,-84.938698
17330638,The Black Cow,216,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,"Columbus, Columbus",32.468757,American,25,Dollar($),No,No,No,2,4.3,-84.991384
17330628,Wood Stone,216,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus",32.527217,"Italian, Mediterranean, Pizza",40,Dollar($),No,No,No,3,4,-84.963201
17330546,Hunter's Pub,216,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus",32.7455,"American, Seafood, Steak",40,Dollar($),No,No,No,3,4.4,-85.0213
